Timestamp,Temperature,Pressure,Vibration,GasFlow,SteamOutput,SteamOutput_t+1,SteamOutput_t+2,SteamOutput_t+3,SteamOutput_t+4,SteamOutput_t+5,SteamOutput_t+6
2024-01-01 20:00,593.9694631,162.1875471,0.022540243,83.49747815,207.6426255,180.1860498,189.1085414,209.861728,188.4162772,216.4568415,204.3132557
2024-01-01 21:00,543.226711,168.7794915,0.034411231,55.29336717,180.1860498,189.1085414,209.861728,188.4162772,216.4568415,204.3132557,208.7136622
2024-01-01 22:00,552.0258461,167.7232539,0.03245002,90.53121453,189.1085414,209.861728,188.4162772,216.4568415,204.3132557,208.7136622,224.819312
2024-01-01 23:00,507.2575544,172.2988788,0.051925755,75.05502026,209.861728,188.4162772,216.4568415,204.3132557,208.7136622,224.819312,206.3964613
2024-01-02 0:00,533.6685183,164.8651032,0.044571185,66.68252516,188.4162772,216.4568415,204.3132557,208.7136622,224.819312,206.3964613,230.7769458
2024-01-02 1:00,553.3276777,152.0091175,0.010571121,89.41066551,216.4568415,204.3132557,208.7136622,224.819312,206.3964613,230.7769458,218.2252457
2024-01-02 2:00,515.4701927,172.594958,0.012186702,79.76382021,204.3132557,208.7136622,224.819312,206.3964613,230.7769458,218.2252457,189.5309514
2024-01-02 3:00,561.2709406,139.6372369,0.038683647,92.16165777,208.7136622,224.819312,206.3964613,230.7769458,218.2252457,189.5309514,225.8629615
2024-01-02 4:00,531.9808393,146.4899293,0.029034935,84.37952263,224.819312,206.3964613,230.7769458,218.2252457,189.5309514,225.8629615,205.2773204
2024-01-02 5:00,541.2491875,145.5369989,0.023172423,79.98485497,206.3964613,230.7769458,218.2252457,189.5309514,225.8629615,205.2773204,192.1064058
2024-01-02 6:00,531.9488016,176.2008409,0.045234418,78.47270055,230.7769458,218.2252457,189.5309514,225.8629615,205.2773204,192.1064058,205.5677139
2024-01-02 7:00,605.5683455,174.1418277,0.032811891,84.82712761,218.2252457,189.5309514,225.8629615,205.2773204,192.1064058,205.5677139,222.2465365
2024-01-02 8:00,549.5950833,167.3095786,0.030786861,75.86468741,189.5309514,225.8629615,205.2773204,192.1064058,205.5677139,222.2465365,209.1009019
2024-01-02 9:00,518.2686721,176.078948,0.04169743,71.47427411,225.8629615,205.2773204,192.1064058,205.5677139,222.2465365,209.1009019,236.4478567
2024-01-02 10:00,574.6763474,146.8107583,0.024373365,86.09909123,205.2773204,192.1064058,205.5677139,222.2465365,209.1009019,236.4478567,221.7306112
2024-01-02 11:00,513.3746905,165.2289268,0.053527785,78.55512159,192.1064058,205.5677139,222.2465365,209.1009019,236.4478567,221.7306112,210.4632007
2024-01-02 12:00,556.2659079,158.1223836,0.018179286,80.33567648,205.5677139,222.2465365,209.1009019,236.4478567,221.7306112,210.4632007,179.4786383
2024-01-02 13:00,491.2098963,172.7032316,0.039853936,90.89379836,222.2465365,209.1009019,236.4478567,221.7306112,210.4632007,179.4786383,196.4053497
2024-01-02 14:00,510.1544185,158.2716365,0.051507493,78.86123392,209.1009019,236.4478567,221.7306112,210.4632007,179.4786383,196.4053497,201.4332828
2024-01-02 15:00,555.9058371,154.2258567,0.009340568,80.15033926,236.4478567,221.7306112,210.4632007,179.4786383,196.4053497,201.4332828,213.93263
2024-01-02 16:00,572.1539974,168.1136278,0.024849972,74.00350489,221.7306112,210.4632007,179.4786383,196.4053497,201.4332828,213.93263,212.7466608
2024-01-02 17:00,555.1410484,173.1425375,0.047133111,84.30739934,210.4632007,179.4786383,196.4053497,201.4332828,213.93263,212.7466608,203.3908082
2024-01-02 18:00,546.5305515,149.9748221,0.047358668,83.49827913,179.4786383,196.4053497,201.4332828,213.93263,212.7466608,203.3908082,202.4069983
2024-01-02 19:00,540.9668891,159.0838649,0.027427566,89.00775132,196.4053497,201.4332828,213.93263,212.7466608,203.3908082,202.4069983,214.4091379
2024-01-02 20:00,505.6443403,144.1233905,0.018979934,74.20871163,201.4332828,213.93263,212.7466608,203.3908082,202.4069983,214.4091379,182.8282755
2024-01-02 21:00,528.4046737,122.5290847,0.044339037,75.4218303,213.93263,212.7466608,203.3908082,202.4069983,214.4091379,182.8282755,233.9103164
2024-01-02 22:00,536.1808369,163.0068945,0.047753237,87.92137399,212.7466608,203.3908082,202.4069983,214.4091379,182.8282755,233.9103164,159.0566623
2024-01-02 23:00,581.7136668,169.1335803,0.01253005,82.52213003,203.3908082,202.4069983,214.4091379,182.8282755,233.9103164,159.0566623,229.1081896
2024-01-03 0:00,560.3085487,163.9310021,0.011941295,70.93781874,202.4069983,214.4091379,182.8282755,233.9103164,159.0566623,229.1081896,199.0962894
2024-01-03 1:00,497.1087953,130.7565742,0.03337885,93.06554068,214.4091379,182.8282755,233.9103164,159.0566623,229.1081896,199.0962894,220.0515963
2024-01-03 2:00,559.7225191,154.7372585,0.03944041,63.01549432,182.8282755,233.9103164,159.0566623,229.1081896,199.0962894,220.0515963,207.2768087
2024-01-03 3:00,538.4475316,126.7247836,0.025513964,87.84284753,233.9103164,159.0566623,229.1081896,199.0962894,220.0515963,207.2768087,206.9206882
2024-01-03 4:00,529.69234,180.5455166,0.040189407,67.34787964,159.0566623,229.1081896,199.0962894,220.0515963,207.2768087,206.9206882,211.0850895
2024-01-03 5:00,568.3502887,143.7091813,0.019347951,98.85788516,229.1081896,199.0962894,220.0515963,207.2768087,206.9206882,211.0850895,216.1810858
2024-01-03 6:00,580.9299857,178.8310541,-0.001720404,64.55400273,199.0962894,220.0515963,207.2768087,206.9206882,211.0850895,216.1810858,193.4233835
2024-01-03 7:00,577.9384036,174.1880447,0.023641484,91.52250652,220.0515963,207.2768087,206.9206882,211.0850895,216.1810858,193.4233835,220.6959826
2024-01-03 8:00,524.8234743,146.4911447,0.030948482,79.1836564,207.2768087,206.9206882,211.0850895,216.1810858,193.4233835,220.6959826,178.3105875
2024-01-03 9:00,540.7236287,143.0082257,0.025862401,76.3339743,206.9206882,211.0850895,216.1810858,193.4233835,220.6959826,178.3105875,199.8933885
2024-01-03 10:00,559.9379029,165.2555532,0.012620951,81.85396656,211.0850895,216.1810858,193.4233835,220.6959826,178.3105875,199.8933885,216.7193985
2024-01-03 11:00,579.2663538,147.3351394,0.002765265,86.31900339,216.1810858,193.4233835,220.6959826,178.3105875,199.8933885,216.7193985,219.9003516
2024-01-03 12:00,535.6247729,161.5372696,0.022288668,70.95599498,193.4233835,220.6959826,178.3105875,199.8933885,216.7193985,219.9003516,209.215777
2024-01-03 13:00,544.4302307,152.7575861,0.043464837,71.84212275,220.6959826,178.3105875,199.8933885,216.7193985,219.9003516,209.215777,192.1321512
2024-01-03 14:00,516.8099508,133.2826238,0.048842962,86.49604865,178.3105875,199.8933885,216.7193985,219.9003516,209.215777,192.1321512,217.9341556
2024-01-03 15:00,514.1138013,126.5429797,0.047815701,62.92657046,199.8933885,216.7193985,219.9003516,209.215777,192.1321512,217.9341556,186.6126752
2024-01-03 16:00,574.3757747,163.4002637,0.017761357,74.15770907,216.7193985,219.9003516,209.215777,192.1321512,217.9341556,186.6126752,235.0281815
2024-01-03 17:00,590.6872009,151.5766338,0.012694405,110.4068695,219.9003516,209.215777,192.1321512,217.9341556,186.6126752,235.0281815,198.3065821
2024-01-03 18:00,547.8396964,151.7036527,0.037449519,70.31987035,209.215777,192.1321512,217.9341556,186.6126752,235.0281815,198.3065821,169.2074861
2024-01-03 19:00,580.1059869,170.4379576,0.0395265,91.47802792,192.1321512,217.9341556,186.6126752,235.0281815,198.3065821,169.2074861,176.1063306
2024-01-03 20:00,560.8490808,177.6016341,0.036002544,74.14049231,217.9341556,186.6126752,235.0281815,198.3065821,169.2074861,176.1063306,200.8728727
2024-01-03 21:00,530.6464074,155.9118292,-0.000210949,85.09045145,186.6126752,235.0281815,198.3065821,169.2074861,176.1063306,200.8728727,202.7965054
2024-01-03 22:00,560.8418682,154.8910194,0.016996731,86.54355691,235.0281815,198.3065821,169.2074861,176.1063306,200.8728727,202.7965054,239.3931337
2024-01-03 23:00,596.141097,167.5021455,0.029554668,91.28956735,198.3065821,169.2074861,176.1063306,200.8728727,202.7965054,239.3931337,179.2300132
2024-01-04 0:00,548.9252188,139.6459665,0.037308273,77.99746173,169.2074861,176.1063306,200.8728727,202.7965054,239.3931337,179.2300132,200.789244
2024-01-04 1:00,596.9393097,163.3472958,0.04150961,99.88884639,176.1063306,200.8728727,202.7965054,239.3931337,179.2300132,200.789244,178.8115719
2024-01-04 2:00,471.4076469,168.2782896,0.032163803,74.10663435,200.8728727,202.7965054,239.3931337,179.2300132,200.789244,178.8115719,190.1469029
2024-01-04 3:00,574.6570751,170.2034531,0.034961757,82.34220414,202.7965054,239.3931337,179.2300132,200.789244,178.8115719,190.1469029,233.6794406
2024-01-04 4:00,552.611412,130.9487095,0.031272982,82.45276932,239.3931337,179.2300132,200.789244,178.8115719,190.1469029,233.6794406,177.2732755
2024-01-04 5:00,541.0297795,148.579671,0.040284291,68.7803188,179.2300132,200.789244,178.8115719,190.1469029,233.6794406,177.2732755,211.7408485
2024-01-04 6:00,552.7528233,146.8260512,0.034692985,77.14127745,200.789244,178.8115719,190.1469029,233.6794406,177.2732755,211.7408485,207.8581472
2024-01-04 7:00,490.3729326,161.4983043,0.030986065,81.61513499,178.8115719,190.1469029,233.6794406,177.2732755,211.7408485,207.8581472,199.5165715
2024-01-04 8:00,543.4098434,167.2111687,0.025974468,75.67878957,190.1469029,233.6794406,177.2732755,211.7408485,207.8581472,199.5165715,210.3887325
2024-01-04 9:00,560.7133771,182.4506561,0.031219371,104.4092397,233.6794406,177.2732755,211.7408485,207.8581472,199.5165715,210.3887325,176.7995924
2024-01-04 10:00,594.3368213,152.5755178,0.037268871,71.61376326,177.2732755,211.7408485,207.8581472,199.5165715,210.3887325,176.7995924,233.1264502
2024-01-04 11:00,534.4518935,152.5364125,0.034012131,91.79424468,211.7408485,207.8581472,199.5165715,210.3887325,176.7995924,233.1264502,238.4969099
2024-01-04 12:00,525.7451919,177.2450803,0.035712396,88.56459813,207.8581472,199.5165715,210.3887325,176.7995924,233.1264502,238.4969099,200.942094
2024-01-04 13:00,534.9472887,164.4486541,0.050140828,79.86137865,199.5165715,210.3887325,176.7995924,233.1264502,238.4969099,200.942094,248.4621226
2024-01-04 14:00,577.4620635,179.0147727,0.033977459,71.34790946,210.3887325,176.7995924,233.1264502,238.4969099,200.942094,248.4621226,192.0194414
2024-01-04 15:00,559.8625333,164.33092,0.020265022,72.3174468,176.7995924,233.1264502,238.4969099,200.942094,248.4621226,192.0194414,208.0086399
2024-01-04 16:00,534.1071939,142.6432507,0.043254102,74.82032701,233.1264502,238.4969099,200.942094,248.4621226,192.0194414,208.0086399,228.6377813
2024-01-04 17:00,565.398023,140.0030747,0.009507025,62.14258718,238.4969099,200.942094,248.4621226,192.0194414,208.0086399,228.6377813,190.8199108
2024-01-04 18:00,552.9123265,136.7273163,0.013778799,69.96534574,200.942094,248.4621226,192.0194414,208.0086399,228.6377813,190.8199108,172.3690188
2024-01-04 19:00,579.0593497,169.9307775,0.035037709,65.17523485,248.4621226,192.0194414,208.0086399,228.6377813,190.8199108,172.3690188,167.7656587
2024-01-04 20:00,528.9384072,177.8289523,0.03774595,93.45875003,192.0194414,208.0086399,228.6377813,190.8199108,172.3690188,167.7656587,241.2165313
2024-01-04 21:00,540.1701356,187.7404321,0.011324232,86.18462392,208.0086399,228.6377813,190.8199108,172.3690188,167.7656587,241.2165313,189.419507
2024-01-04 22:00,538.2367554,172.64658,0.024257738,87.85974099,228.6377813,190.8199108,172.3690188,167.7656587,241.2165313,189.419507,196.2852647
2024-01-04 23:00,506.0945516,177.4425787,0.020908743,85.88831952,190.8199108,172.3690188,167.7656587,241.2165313,189.419507,196.2852647,177.7447184
2024-01-05 0:00,558.8836083,151.299755,0.022699855,81.66967623,172.3690188,167.7656587,241.2165313,189.419507,196.2852647,177.7447184,218.9667856
2024-01-05 1:00,557.8316582,142.6537627,0.044153967,94.60680332,167.7656587,241.2165313,189.419507,196.2852647,177.7447184,218.9667856,184.3688028
2024-01-05 2:00,550.1534037,172.75119,0.040597582,73.89237344,241.2165313,189.419507,196.2852647,177.7447184,218.9667856,184.3688028,190.1747394
2024-01-05 3:00,542.962386,166.2652113,0.029713167,81.06669655,189.419507,196.2852647,177.7447184,218.9667856,184.3688028,190.1747394,205.9904084
2024-01-05 4:00,507.5388777,161.6116656,0.021810571,87.47058828,196.2852647,177.7447184,218.9667856,184.3688028,190.1747394,205.9904084,178.7190815
2024-01-05 5:00,537.3806403,165.8105722,0.009755255,66.78790768,177.7447184,218.9667856,184.3688028,190.1747394,205.9904084,178.7190815,196.4283546
2024-01-05 6:00,539.7185645,164.8477822,0.051302774,110.965889,218.9667856,184.3688028,190.1747394,205.9904084,178.7190815,196.4283546,228.0441918
2024-01-05 7:00,525.9316819,179.2572529,0.038881709,80.28565763,184.3688028,190.1747394,205.9904084,178.7190815,196.4283546,228.0441918,208.565088
2024-01-05 8:00,545.1614287,179.4247838,0.019399963,81.41989451,190.1747394,205.9904084,178.7190815,196.4283546,228.0441918,208.565088,202.6108458
2024-01-05 9:00,562.1215257,168.1633053,0.040793992,92.56878032,205.9904084,178.7190815,196.4283546,228.0441918,208.565088,202.6108458,204.2972942
2024-01-05 10:00,606.585577,172.6870431,0.028946646,89.14955333,178.7190815,196.4283546,228.0441918,208.565088,202.6108458,204.2972942,192.2172981
2024-01-05 11:00,555.2373344,167.7109383,0.025693357,80.38078019,196.4283546,228.0441918,208.565088,202.6108458,204.2972942,192.2172981,239.9230464
2024-01-05 12:00,557.7265117,153.082454,0.036528173,81.30129438,228.0441918,208.565088,202.6108458,204.2972942,192.2172981,239.9230464,183.7568574
2024-01-05 13:00,547.7666225,171.3484701,0.018877526,64.95851469,208.565088,202.6108458,204.2972942,192.2172981,239.9230464,183.7568574,204.2185232
2024-01-05 14:00,492.4368635,139.082574,0.024843652,74.43534222,202.6108458,204.2972942,192.2172981,239.9230464,183.7568574,204.2185232,202.3005113
2024-01-05 15:00,549.2045837,175.8083733,0.031821916,85.17210216,204.2972942,192.2172981,239.9230464,183.7568574,204.2185232,202.3005113,220.1752501
2024-01-05 16:00,551.8069063,142.0821559,0.022508232,84.43892839,192.2172981,239.9230464,183.7568574,204.2185232,202.3005113,220.1752501,222.0634788
2024-01-05 17:00,623.8972634,164.2870493,0.040036278,92.2116575,239.9230464,183.7568574,204.2185232,202.3005113,220.1752501,222.0634788,199.3596239
2024-01-05 18:00,544.2291711,147.3226906,0.058035998,78.79498942,183.7568574,204.2185232,202.3005113,220.1752501,222.0634788,199.3596239,205.8133299
2024-01-05 19:00,559.0464203,168.3008347,0.018685528,66.12713487,204.2185232,202.3005113,220.1752501,222.0634788,199.3596239,205.8133299,206.5706951
2024-01-05 20:00,548.9586469,159.4911216,0.005023121,90.56730431,202.3005113,220.1752501,222.0634788,199.3596239,205.8133299,206.5706951,154.5571669
2024-01-05 21:00,514.9396589,136.0786606,-2.61E-05,94.36089346,220.1752501,222.0634788,199.3596239,205.8133299,206.5706951,154.5571669,168.220208
2024-01-05 22:00,584.2846844,166.3104945,0.027742978,88.98244573,222.0634788,199.3596239,205.8133299,206.5706951,154.5571669,168.220208,187.8987262
2024-01-05 23:00,572.557991,151.3311883,0.020052531,78.36366329,199.3596239,205.8133299,206.5706951,154.5571669,168.220208,187.8987262,188.7680265
2024-01-06 0:00,573.7309584,173.2172008,0.033117908,90.44386052,205.8133299,206.5706951,154.5571669,168.220208,187.8987262,188.7680265,176.0143516
2024-01-06 1:00,522.7183764,160.0198853,0.031988965,114.2891048,206.5706951,154.5571669,168.220208,187.8987262,188.7680265,176.0143516,214.9916514
2024-01-06 2:00,592.0838293,165.9313148,0.005951747,81.15152314,154.5571669,168.220208,187.8987262,188.7680265,176.0143516,214.9916514,200.0423684
2024-01-06 3:00,507.9444681,145.6364657,0.002776743,66.88263308,168.220208,187.8987262,188.7680265,176.0143516,214.9916514,200.0423684,195.7061091
2024-01-06 4:00,567.6057128,151.1600165,0.034438999,74.1371495,187.8987262,188.7680265,176.0143516,214.9916514,200.0423684,195.7061091,174.8768945
2024-01-06 5:00,615.7136688,153.1204205,0.032031433,86.25476,188.7680265,176.0143516,214.9916514,200.0423684,195.7061091,174.8768945,199.1091027
2024-01-06 6:00,520.2839102,172.8505372,0.02361273,63.95195689,176.0143516,214.9916514,200.0423684,195.7061091,174.8768945,199.1091027,147.4663049
2024-01-06 7:00,533.0110681,185.1606563,0.005142846,81.69403075,214.9916514,200.0423684,195.7061091,174.8768945,199.1091027,147.4663049,196.7408738
2024-01-06 8:00,552.989541,147.9224237,0.037070869,83.8033665,200.0423684,195.7061091,174.8768945,199.1091027,147.4663049,196.7408738,201.2636734
2024-01-06 9:00,534.8957304,176.1527222,0.049078493,95.3512174,195.7061091,174.8768945,199.1091027,147.4663049,196.7408738,201.2636734,204.8382997
2024-01-06 10:00,503.4800971,127.4548387,0.034169737,93.10194856,174.8768945,199.1091027,147.4663049,196.7408738,201.2636734,204.8382997,168.7179647
2024-01-06 11:00,552.0568892,142.087159,0.017287892,88.64584792,199.1091027,147.4663049,196.7408738,201.2636734,204.8382997,168.7179647,204.4963347
2024-01-06 12:00,518.1308886,145.6183232,0.030668282,58.37320989,147.4663049,196.7408738,201.2636734,204.8382997,168.7179647,204.4963347,179.1713746
2024-01-06 13:00,564.2077729,139.7123697,0.009508289,89.21053128,196.7408738,201.2636734,204.8382997,168.7179647,204.4963347,179.1713746,183.7506034
2024-01-06 14:00,522.417273,136.2461742,0.045869411,87.05513386,201.2636734,204.8382997,168.7179647,204.4963347,179.1713746,183.7506034,214.3586277
2024-01-06 15:00,596.4980322,166.1949837,0.031227665,82.55944377,204.8382997,168.7179647,204.4963347,179.1713746,183.7506034,214.3586277,240.2822745
2024-01-06 16:00,526.5024012,156.7889845,0.003477646,62.69777874,168.7179647,204.4963347,179.1713746,183.7506034,214.3586277,240.2822745,201.0271752
2024-01-06 17:00,540.3381545,165.691081,0.025489885,72.23226091,204.4963347,179.1713746,183.7506034,214.3586277,240.2822745,201.0271752,183.6580908
2024-01-06 18:00,574.4055165,170.3570903,0.036949523,68.3317723,179.1713746,183.7506034,214.3586277,240.2822745,201.0271752,183.6580908,203.773409
2024-01-06 19:00,513.0740705,163.9842549,0.025004286,59.8499156,183.7506034,214.3586277,240.2822745,201.0271752,183.6580908,203.773409,218.7805831
2024-01-06 20:00,556.823798,169.8664476,0.025861564,79.97084849,214.3586277,240.2822745,201.0271752,183.6580908,203.773409,218.7805831,212.4199513
2024-01-06 21:00,589.2142826,158.9570157,0.011633967,72.02177879,240.2822745,201.0271752,183.6580908,203.773409,218.7805831,212.4199513,254.8622574
2024-01-06 22:00,501.775503,142.1950992,0.038498115,106.2530558,201.0271752,183.6580908,203.773409,218.7805831,212.4199513,254.8622574,185.6932486
2024-01-06 23:00,555.5390158,175.8672127,0.020272962,78.31228061,183.6580908,203.773409,218.7805831,212.4199513,254.8622574,185.6932486,205.0446296
2024-01-07 0:00,557.7964838,151.163318,-0.002346681,92.93753156,203.773409,218.7805831,212.4199513,254.8622574,185.6932486,205.0446296,230.9783591
2024-01-07 1:00,573.4546862,145.9660555,0.024431139,64.30900975,218.7805831,212.4199513,254.8622574,185.6932486,205.0446296,230.9783591,229.7231847
2024-01-07 2:00,512.8914787,157.3312319,0.044717246,74.69910414,212.4199513,254.8622574,185.6932486,205.0446296,230.9783591,229.7231847,160.9984415
2024-01-07 3:00,510.3863016,146.3078362,0.024196058,80.96897876,254.8622574,185.6932486,205.0446296,230.9783591,229.7231847,160.9984415,199.9328476
2024-01-07 4:00,565.658247,153.7385443,0.056069775,70.91846051,185.6932486,205.0446296,230.9783591,229.7231847,160.9984415,199.9328476,229.6904153
2024-01-07 5:00,558.9095402,165.1608088,0.036434519,75.77799315,205.0446296,230.9783591,229.7231847,160.9984415,199.9328476,229.6904153,257.8128598
2024-01-07 6:00,557.5147855,165.2251261,0.035081372,77.82049094,230.9783591,229.7231847,160.9984415,199.9328476,229.6904153,257.8128598,214.0759177
2024-01-07 7:00,560.3934463,146.532549,0.028074026,77.66092015,229.7231847,160.9984415,199.9328476,229.6904153,257.8128598,214.0759177,192.6427341
2024-01-07 8:00,529.5992584,152.6844194,0.028975707,98.55118573,160.9984415,199.9328476,229.6904153,257.8128598,214.0759177,192.6427341,179.815937
2024-01-07 9:00,556.9676109,176.1149951,0.026048645,83.78226285,199.9328476,229.6904153,257.8128598,214.0759177,192.6427341,179.815937,244.3748672
2024-01-07 10:00,558.7921742,167.4460018,0.025465959,84.79510563,229.6904153,257.8128598,214.0759177,192.6427341,179.815937,244.3748672,214.5748317
2024-01-07 11:00,528.5694575,191.1259756,0.037963007,85.39654774,257.8128598,214.0759177,192.6427341,179.815937,244.3748672,214.5748317,183.0386615
2024-01-07 12:00,605.9732353,177.7019226,0.015962532,86.12626377,214.0759177,192.6427341,179.815937,244.3748672,214.5748317,183.0386615,195.9368727
2024-01-07 13:00,564.2149876,177.164396,0.013861593,79.17113016,192.6427341,179.815937,244.3748672,214.5748317,183.0386615,195.9368727,206.2037303
2024-01-07 14:00,514.2608951,139.1819717,0.013152074,76.79253629,179.815937,244.3748672,214.5748317,183.0386615,195.9368727,206.2037303,210.8761331
2024-01-07 15:00,569.6966083,171.4579053,0.060684818,81.6681606,244.3748672,214.5748317,183.0386615,195.9368727,206.2037303,210.8761331,182.0076268
2024-01-07 16:00,520.7595499,159.203398,0.037955144,91.56803949,214.5748317,183.0386615,195.9368727,206.2037303,210.8761331,182.0076268,187.7161916
2024-01-07 17:00,573.6125381,151.7352729,0.034567383,91.26238188,183.0386615,195.9368727,206.2037303,210.8761331,182.0076268,187.7161916,166.9413088
2024-01-07 18:00,584.7578674,162.5202301,0.01413728,77.59601524,195.9368727,206.2037303,210.8761331,182.0076268,187.7161916,166.9413088,220.7952458
2024-01-07 19:00,525.3795304,174.178173,0.039350135,87.67843695,206.2037303,210.8761331,182.0076268,187.7161916,166.9413088,220.7952458,193.1676307
2024-01-07 20:00,578.9012839,167.5124739,0.02825143,78.05415337,210.8761331,182.0076268,187.7161916,166.9413088,220.7952458,193.1676307,209.326433
2024-01-07 21:00,562.3834278,146.822893,0.033212534,80.33870549,182.0076268,187.7161916,166.9413088,220.7952458,193.1676307,209.326433,228.4451702
2024-01-07 22:00,574.6618048,171.1368837,0.015350695,75.26476618,187.7161916,166.9413088,220.7952458,193.1676307,209.326433,228.4451702,204.3974028
2024-01-07 23:00,606.9037895,150.4361869,0.032404033,78.18354861,166.9413088,220.7952458,193.1676307,209.326433,228.4451702,204.3974028,197.7405905
2024-01-08 0:00,542.6383565,163.2502468,0.023642497,93.4133007,220.7952458,193.1676307,209.326433,228.4451702,204.3974028,197.7405905,203.8784295
2024-01-08 1:00,527.3879151,155.449749,0.018515833,80.92421147,193.1676307,209.326433,228.4451702,204.3974028,197.7405905,203.8784295,201.2638721
2024-01-08 2:00,523.3145671,156.7170062,0.041011595,81.35282509,209.326433,228.4451702,204.3974028,197.7405905,203.8784295,201.2638721,224.9233
2024-01-08 3:00,525.5256915,171.4936446,0.006934383,65.52782221,228.4451702,204.3974028,197.7405905,203.8784295,201.2638721,224.9233,206.216768
2024-01-08 4:00,547.6869487,144.3970942,0.038471644,76.90756092,204.3974028,197.7405905,203.8784295,201.2638721,224.9233,206.216768,189.1119796
2024-01-08 5:00,560.2345592,189.1779261,0.040267292,77.58685096,197.7405905,203.8784295,201.2638721,224.9233,206.216768,189.1119796,220.9569811
2024-01-08 6:00,558.300724,132.683709,0.016805345,71.70856515,203.8784295,201.2638721,224.9233,206.216768,189.1119796,220.9569811,224.6096871
2024-01-08 7:00,574.8154975,151.0349848,0.017695073,80.21665412,201.2638721,224.9233,206.216768,189.1119796,220.9569811,224.6096871,173.2333875
2024-01-08 8:00,550.3900568,165.5531783,0.026654615,75.7081771,224.9233,206.216768,189.1119796,220.9569811,224.6096871,173.2333875,230.6556777
2024-01-08 9:00,593.6060223,168.7647125,0.034230543,80.79995855,206.216768,189.1119796,220.9569811,224.6096871,173.2333875,230.6556777,207.2942355
2024-01-08 10:00,542.060295,158.4928642,0.027707175,81.2150301,189.1119796,220.9569811,224.6096871,173.2333875,230.6556777,207.2942355,205.665399
2024-01-08 11:00,631.605075,159.1391395,0.036503437,70.44245642,220.9569811,224.6096871,173.2333875,230.6556777,207.2942355,205.665399,220.1324926
2024-01-08 12:00,568.7700204,166.1582513,0.056444695,76.01298218,224.6096871,173.2333875,230.6556777,207.2942355,205.665399,220.1324926,188.6604722
